SKU,color,size�,Main Product Title,Variant Compare At Price,Variant Price,Variant Inventory Qty,Image Src
saree-chiniya-crush,Default,MEDIUM,saree chiniya crush,20000,11999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6243.jpg?v=1765196302|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6495.jpg?v=1765196301|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6503.jpg?v=1765196302|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6496.jpg?v=1765196301|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6497.jpg?v=1765196301|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6498.jpg?v=1765196301|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6507.jpg?v=1765196302
than-tissue-buti-5,Default,MEDIUM,than tissue buti,1499,725,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2126_f998b857-60af-4912-a475-5812598b7818.jpg?v=1763546506|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2140.jpg?v=1763546762|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2132.jpg?v=1763546762|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2150_f16f63f0-6941-47cd-927d-5b425b5080dc.jpg?v=1763546762|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2131.jpg?v=1763546762|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2154.jpg?v=1763546507
than-tissue-buti-4,Default,MEDIUM,than tissue buti,1499,725,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2103_71dacc29-f157-4054-865d-b94a1c988b0a.jpg?v=1763544517|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2118_cb272e66-a127-4ca1-84a0-659be91d6837.jpg?v=1763546164|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2109_f74c9c4e-219b-4350-88bd-0cd49976ee24.jpg?v=1763546164|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2120_eb40b7a9-bf2b-4cbb-8d81-2b5326addc43.jpg?v=1763546164|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2111.jpg?v=1763546164|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2125.jpg?v=1763544517
than-tissue-buti-3,Default,MEDIUM,than tissue buti,1499,725,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2079.jpg?v=1763544067|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2093_3347ccc9-3ce7-4e8f-a1b3-dc0a776978be.jpg?v=1763544286|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2084.jpg?v=1763544286|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2094_415aa30b-0e3b-4e94-81e7-73a5e006e24c.jpg?v=1763544066|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2095.jpg?v=1763544065|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2102_2452ac61-bbae-499c-9f2d-57a6d3bf101f.jpg?v=1763544068
than-tissue-buti-2,Default,MEDIUM,than tissue buti,1499,725,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2056_ef0e15b3-65c8-4072-8a15-f20c47e205bb.jpg?v=1763543371|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2072.jpg?v=1763543752|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2062_88b1cf2a-bfb8-49c1-adf1-b572c138c847.jpg?v=1763543752|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2066_1df58d3e-ca85-4adb-837b-2c56ceda65e1.jpg?v=1763543752|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2073.jpg?v=1763543372|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2077.jpg?v=1763543374
than-tissue-buti-1,Default,MEDIUM,than tissue buti,1499,725,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2033_58b809cb-0e56-460e-9db9-648a18d71dfd.jpg?v=1763542582|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2048_3fee0baf-a7b6-445e-b721-39296371fd5b.jpg?v=1763543063|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2040_c5dbc528-f526-4954-843a-92b5df28f253.jpg?v=1763543063|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2050_14c4a35b-a509-4320-98cb-7870dd88a76d.jpg?v=1763543063|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2044_44f7887e-0498-44d7-9a1a-489a316ae221.jpg?v=1763543063|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2055_53f583e9-7dbb-417f-a722-15e5916d5e1c.jpg?v=1763542580
than-tissue-buti,Default,MEDIUM,than tissue buti,1499,725,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2006.jpg?v=1763540758|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2020.jpg?v=1763540760|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2009.jpg?v=1763540757|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2023.jpg?v=1763540760|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2016.jpg?v=1763540757|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2030.jpg?v=1763540760
than-reshmi-tissue-rose-gold-double-silk,Default,MEDIUM,than reshmi tissue rose gold double silk,1499,699,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_1466_ef33cf02-ed82-47f7-a1ef-f244b3f79764.jpg?v=1763539660|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_1472_ac43e231-c9b1-46a7-a659-68523e6ce402.jpg?v=1763539660|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_1473.jpg?v=1763539660|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_1481_3569566c-fedb-49e2-a584-6747a1bbab2b.jpg?v=1763539660|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_1483.jpg?v=1763539660|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_1489_86386b55-971e-4b2b-8c63-645ae23102a9.jpg?v=1763539660
than-silk-tissue-crush-buti,Default,MEDIUM,than silk tissue crush buti,1799,799,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6490.jpg?v=1763369566|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6510.jpg?v=1763369566|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6504.jpg?v=1763369565|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6508.jpg?v=1763369568|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6516.jpg?v=1763369569|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_6515.jpg?v=1763369566
than-tissue-buti-crush-3,Default,MEDIUM,than tissue buti crush,1599,749,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2982.jpg?v=1763368914|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3097_d12adf67-6993-40e5-8309-9266cc9bc268.jpg?v=1763369123|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3091.jpg?v=1763369123|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3096.jpg?v=1763369123|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3099.jpg?v=1763368913|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3109.jpg?v=1763368913
than-tissue-buti-crush-2,Default,MEDIUM,than tissue buti crush,1599,749,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2975.jpg?v=1763367895|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3047.jpg?v=1763368030|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3041.jpg?v=1763368030|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3045.jpg?v=1763368030|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3048.jpg?v=1763367895|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3049.jpg?v=1763367898
than-tissue-buti-crush-1,Default,MEDIUM,than tissue buti crush,1599,749,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2980.jpg?v=1763367460|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3082.jpg?v=1763367691|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3077_6abfd4bf-aaf7-4f20-a118-f2d49df9e4e7.jpg?v=1763367691|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3083_a53e74a6-3444-4b97-946d-be1f781d17e3.jpg?v=1763367462|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3089.jpg?v=1763367460
than-tissue-buti-crush,Default,MEDIUM,than tissue buti crush,1599,749,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_2978_e89c594f-91e8-42a8-abf8-23593e2420c2.jpg?v=1763366444|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3067_1df29190-a6ba-486c-a1f6-e7d4dc5bc499.jpg?v=1763366441|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3062_653e2bfc-cafc-454b-ac01-e56d4fe5ac24.jpg?v=1763366586|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3068_a9ec9c0e-0b6b-40ff-8074-6bd833d47b9b.jpg?v=1763366441|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3075_c7edd628-170a-44e4-8fa6-afbd4fac703a.jpg?v=1763366441
than-cotton-resham-17,Default,MEDIUM,than cotton resham,549,249,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4361.jpg?v=1763124358|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4605.jpg?v=1763124454|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4604.jpg?v=1763124454|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4603.jpg?v=1763124454|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4611.jpg?v=1763124362
than-cotton-resham-16,Default,MEDIUM,than cotton resham,549,249,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4359.jpg?v=1763123796|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4673.jpg?v=1763123971|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4668.jpg?v=1763123971|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4674.jpg?v=1763123796|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4680.jpg?v=1763123796|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4682.jpg?v=1763123796
than-cotton-resham-15,Default,MEDIUM,than cotton resham,549,249,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4381.jpg?v=1763122971|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4495.jpg?v=1763123486|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4491.jpg?v=1763123486|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4497.jpg?v=1763123486|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4506.jpg?v=1763122971|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4510.jpg?v=1763122971
than-cotton-resham-14,Default,MEDIUM,than cotton resham,549,249,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4365.jpg?v=1763120937|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4621.jpg?v=1763121475|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4615.jpg?v=1763121475|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4624.jpg?v=1763121475|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4623.jpg?v=1763121475|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4632.jpg?v=1763120937
than-cotton-resham-13,Default,MEDIUM,than cotton resham,549,249,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4383.jpg?v=1763119913|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4477_392563bb-cc5b-44f7-8c22-5cc85a306365.jpg?v=1763119912|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4480.jpg?v=1763119913|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4483.jpg?v=1763120385|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4482.jpg?v=1763120385|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4490.jpg?v=1763119913
than-cotton-resham-12,Default,MEDIUM,than cotton resham,549,249,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4385.jpg?v=1763119291|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4464_b2abbff0-3382-494f-be0a-ae51948d3352.jpg?v=1763119616|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4459_a70a89c3-2be6-4df5-98d8-941bb06604f8.jpg?v=1763119616|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4465_22feb4f6-cf48-4aa1-b7a3-b42a36ceec8b.jpg?v=1763119616|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4460_e202e547-693d-4cb3-9592-ecb9f6dfd67d.jpg?v=1763119616|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4475_5cef4d72-4859-4532-940f-858174044d22.jpg?v=1763119290
than-cotton-resham-11,Default,MEDIUM,than cotton resham,549,249,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4387.jpg?v=1763118829|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4450.jpg?v=1763119102|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4445_7039799c-37b3-4bcd-aaf4-5b8913ab1ded.jpg?v=1763119102|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4457.jpg?v=1763119102|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4458_5b2f7e59-d1f7-468f-b652-d59c67831122.jpg?v=1763119102
than-cotton-resham-10,Default,MEDIUM,than cotton resham,549,249,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4369.jpg?v=1763037303|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4420.jpg?v=1763037532|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4415.jpg?v=1763037532|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4421.jpg?v=1763037532|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4422.jpg?v=1763037303|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4423.jpg?v=1763037303|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4429_cb72cc73-5af8-42d5-9637-dc0db0f63d29.jpg?v=1763037303
than-cotton-resham-copy,Default,MEDIUM,than cotton resham,549,249,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4355.jpg?v=1763034575|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4705.jpg?v=1763034809|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4699.jpg?v=1763034809|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4706.jpg?v=1763034574|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4713.jpg?v=1763034574
than-cotton-resham-9,Default,MEDIUM,than cotton resham,549,249,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4353_0eba9eaa-4f5a-4bd6-a907-76d150401002.jpg?v=1763031597|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4721_3e057c1c-8d36-4898-948e-5922bf419145.jpg?v=1763031994|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4715_b5a4b0ba-c1b8-42d6-ab0d-96f0ff7e51fa.jpg?v=1763031994|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4720_453b997b-0ebe-45f3-89b8-aecf881d5fde.jpg?v=1763031994|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4719_d774f8d8-c27e-4b65-a66e-81d0da5e0c4e.jpg?v=1763031994|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4728_df5ab0b2-343c-49b7-92d2-305ba0631672.jpg?v=1763031994
than-cotton-resham-8,Default,MEDIUM,than cotton resham,549,249,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4347.jpg?v=1763026584|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4659.jpg?v=1763026584|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4650.jpg?v=1763026585|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4651.jpg?v=1763026584|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4653.jpg?v=1763026584|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_4666.jpg?v=1763026585
dupatta-chiniya-crush-4,Default,MEDIUM,dupatta chiniya crush,7699,3699,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_7642.jpg?v=1763023380|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3248.jpg?v=1763023379|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3246.jpg?v=1763023380|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3249.jpg?v=1763023380|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3247.jpg?v=1763023380
than-chiniya-kaduwa-buti-3,Default,MEDIUM,than chiniya kaduwa buti,2199,1099,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3936.jpg?v=1763021963|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4246.jpg?v=1763022119|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4243.jpg?v=1763022119|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4237.jpg?v=1763022119|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4244.jpg?v=1763022119
than-chiniya-kaduwa-buti-2,Default,MEDIUM,than chiniya kaduwa buti,2199,1099,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3942.jpg?v=1763021467|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4191.jpg?v=1763021809|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4193.jpg?v=1763021809|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4189.jpg?v=1763021809|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4182.jpg?v=1763021809
than-chiniya-kaduwa-buti-1,Default,MEDIUM,than chiniya kaduwa buti,2199,1099,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3957_38b6e5ab-c32b-4b26-a15b-4a8c4e5c2e02.jpg?v=1762943043|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4082_034529ab-1185-479f-bd17-c6bca46c9d3e.jpg?v=1762943429|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4081_df2c616c-5554-401d-8b15-ee2138318cb1.jpg?v=1762943429|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4080_1bbfb304-c8f6-479c-8ae0-b829993970b1.jpg?v=1762943429|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4083_8864d27e-fd74-4fce-af7d-5f4dc20ec9a5.jpg?v=1762943429
than-chiniya-kaduwa-buti,Default,MEDIUM,than chiniya kaduwa buti,2199,1099,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3955_f7433531-6939-41d0-9634-b2dc65b90293.jpg?v=1762942741|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4098_8024d8cc-d0c0-4c8f-95e0-ce002c268ecc.jpg?v=1762942928|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4094_eaafc82f-04e3-428b-9b83-e75fd6734341.jpg?v=1762942928|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4086_eb3ffe5c-2886-416c-9009-7d23711f8aba.jpg?v=1762942928|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/MVI_4088_2e111aa2-aea0-42d7-a5dc-1ae54471e717.jpg?v=1762942928
dupatta-chiniya-color-1,Default,MEDIUM,dupatta chiniya,9999,3999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3111.jpg?v=1762938681|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3183_2ad01e9c-e00e-4b65-92c0-985b023a353d.jpg?v=1762938758|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3182_af6341ae-2393-4405-9799-7e87cd3b35a8.jpg?v=1762938758|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3181_4c037634-c9ee-418d-9b59-58380f0f1671.jpg?v=1762938758
dupatta-chiniya-color,Default,MEDIUM,dupatta chiniya color,9999,3999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3140.jpg?v=1762935600|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3417.jpg?v=1762935600|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3415.jpg?v=1762935600|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3411.jpg?v=1762935600|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3412.jpg?v=1762935600
dupatta-monga-crush-2,Default,MEDIUM,dupatta monga crush,7899,3699,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3170.jpg?v=1761732578|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3749_788eaff5-d3e5-4305-8ab4-64a700efb3c1.jpg?v=1761732671|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3747.jpg?v=1761732584|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3748.jpg?v=1761732579|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3746_71dcb537-ce4b-4d64-ba41-5998d8bdd79d.jpg?v=1761732577|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3745_128106c5-44e2-45a0-8ee7-4f41700d3cbf.jpg?v=1761732580
dupatta-monga-crush-1,Default,MEDIUM,dupatta monga crush,7899,3699,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3164.jpg?v=1761731810|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3684_fec6775a-f91b-477b-959c-e4ab3c9f3efd.jpg?v=1761732003|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3685.jpg?v=1761732003|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3681.jpg?v=1761732003|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3682.jpg?v=1761732003|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3678_772377b8-cd43-492e-9eb3-f916ab66e5cd.jpg?v=1761732003
dupatta-monga-crush,Default,MEDIUM,dupatta monga crush,7899,3699,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3161.jpg?v=1761731405|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3642.jpg?v=1761731405|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3638_d945de33-9466-443b-9313-b4f8c87296de.jpg?v=1761731406|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3640.jpg?v=1761731408|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_3639_9b991457-c91c-4690-8fec-49297d62a3f8.jpg?v=1761731405
dupatta-katan-kota-paithani-border-14,Default,MEDIUM,Dupatta Katan Silk,9996,2999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5498.jpg?v=1755175659|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5726.jpg?v=1755175682|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5729.jpg?v=1755175682|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5725_6366d031-8a72-408a-ab81-2d3fa4a7881a.jpg?v=1755175682|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5727.jpg?v=1755175682
dupatta-katan-kota-paithani-border-13,Default,MEDIUM,Dupatta Katan Silk,9996,2999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5496.jpg?v=1755175523|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5744.jpg?v=1755175523|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5745_70b11a80-2d57-4971-ae1b-a5c36f19cd5c.jpg?v=1755175523|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5747.jpg?v=1755175524|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5749_051948ab-d275-4b0e-abe1-320032a1d2c8.jpg?v=1755175523
dupatta-katan-kota-paithani-border-12,Default,MEDIUM,Dupatta Katan Silk,9996,2999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5495_1ff30657-d6e7-4dbc-9330-c4bf734065a6.jpg?v=1755175436|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5755.jpg?v=1755175436|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5756.jpg?v=1755175436|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5757.jpg?v=1755175436|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5758_998ee924-fe73-48a2-bde5-fbc8479bbd1b.jpg?v=1755175436
dupatta-katan-kota-paithani-border-11,Default,MEDIUM,Dupatta Katan Silk,9996,2999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5494.jpg?v=1755175340|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5765.jpg?v=1755175340|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5767.jpg?v=1755175341|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5769.jpg?v=1755175341|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5770_182d4ce5-1116-4762-a730-750ebbffba83.jpg?v=1755175341
dupatta-katan-kota-paithani-border-10,Default,MEDIUM,Dupatta Katan Silk,9996,2999,10,https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5493.jpg?v=1755175231|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5778.jpg?v=1755175260|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5777_6c96109a-06a7-4832-9c21-f39f95c76c0d.jpg?v=1755175260|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5779.jpg?v=1755175231|https://cdn.shopify.com/s/files/1/0778/6181/4564/files/IMG_5780.jpg?v=1755175231
